"Hugo_Symbol","Tumor_Sample_Barcode","Variant_Classification","Variant_Type","Cytoband","key","cito","N_samples","total","Fract"
"ZSWIM7","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR7","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC5A10","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR5","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR8","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SMCR9","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TOM1L2","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SLC47A2","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TRIM16L","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"USP32P1","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CENPV","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FLCN","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"PLD6","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"USP32P2","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TBC1D28","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CCDC144B","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LOC339240","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"TBC1D26","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CDRT1","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM211A","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"KRT16P2","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"GRAPL","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"CDRT15P2","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM83G","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"EVPLL","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LGALS9C","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORA59B","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORA59A","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD49B","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"SNORD65","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR33B","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ZNF286B","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FAM106CP","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR1288","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"MIR1180","sarc-sg029-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-339","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GNA12","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GPER","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"LFNG","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"NUDT1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PDGFA","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PRKAR1B","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MAFK","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MAD1L1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"EIF3B","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"KIAA0415","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ADAP1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"IQCE","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SUN1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"INTS1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SNX8","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FTSJ2","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GET4","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CYP2W1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"HEATR2","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CHST12","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"RADIL","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FAM20C","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MICALL2","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TTYH3","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"PSMG3","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"C7orf50","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"CARD11","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ZFAND2A","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"COX19","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"KIAA1908","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"GPR146","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"AMZ1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TMEM184A","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"BRAT1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"SDK1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FOXK1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"TFAMP1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"UNCX","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"ELFN1","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"FLJ44511","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"LOC442497","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MIR339","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"LOC100288524","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MIR4648","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MIR4655","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"MIR4656","sarc-sg029-01-000-000","Amp","CNV","AP_3:7p22.3","Amp_AP_3:7p22.3","7p22.3",6,11,0.545454545454545
"hsa-mir-100","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"ARCN1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"FXYD2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CXCR5","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CBL","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CD3D","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CD3E","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CD3G","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"DDX6","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"DPAGT1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"SLC37A4","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"GRIK4","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"H2AFX","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"HMBS","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"IL10RA","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MCAM","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MLL","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"PVRL1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"RPS25","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"SC5DL","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"SCN2B","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"SCN4B","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"SORL1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TAGLN","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TECTA","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"THY1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"UPK2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"USP2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"PCSK7","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"UBE4A","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"C2CD2L","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MPZL2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"HYOU1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"ATP5L","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TREH","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CEP164","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"PHLDB1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"ARHGEF12","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"BACE1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TRIM29","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"POU2F3","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"HINFP","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TRAPPC4","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"FXYD6","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"VPS11","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TMPRSS4","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"IFT46","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"DSCAML1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"ABCG4","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"RNF26","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"NLRX1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"PDZD3","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MFRP","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TMPRSS13","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TMEM25","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"UBASH3B","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"C1QTNF5","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"AMICA1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TTC36","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MPZL3","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TBCEL","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"TMEM136","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"OAF","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"RNF214","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"BCL9L","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"FOXR1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CCDC153","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"CCDC84","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIR100HG","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIRLET7A2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIR100","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIR125B1","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"BLID","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"LOC649133","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"RPL23AP64","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"BACE1-AS","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"LOC100499227","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIR3656","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"LOC100526771","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"FXYD6-FXYD2","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"MIR4492","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"LOC100652768","sarc-sg029-01-000-000","Amp","CNV","AP_5:11q23.3","Amp_AP_5:11q23.3","11q23.3",2,11,0.181818181818182
"hsa-mir-555","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-92b","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-4258","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-190b","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-554","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"hsa-mir-4257","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ADAR","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ARNT","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CHRNB2","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CKS1B","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CLK2","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CTSK","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"CTSS","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ECM1","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"EFNA1","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"EFNA3","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"EFNA4","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ENSA","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FCGR1A","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FDPS","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"FLG","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GBA","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"GBAP1","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"IL6R","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"ILF2","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
"IVL","sarc-sg031-01-000-000","Amp","CNV","AP_1:1q21.3","Amp_AP_1:1q21.3","1q21.3",6,11,0.545454545454545
